Merge Sort - 100,Quick Sort - 100,Merge Sort - 1000,Quick Sort - 1000,Merge Sort - 10000,Quick Sort - 10000
,,,,117.607µs,237.945µs
,,,,116.912µs,269.708µs
,,,,114.509µs,270.498µs
,,,,101.505µs,260.905µs
,,,,118.074µs,245.348µs
,,,,96.034µs,267.463µs
,,,,109.281µs,274.236µs
,,,,111.733µs,262.704µs
,,,,119.256µs,254.468µs
,,,,125.52µs,245.681µs
,,,,125.944µs,206.059µs
,,,,128.518µs,288.444µs
,,,,140.732µs,221.519µs
,,,,129.397µs,250.938µs
,,,,153.987µs,278.433µs
,,,,171.241µs,247.533µs
,,,,125.506µs,235.756µs
,,,,123.464µs,230.611µs
,,,,162.086µs,325.967µs
,,,,130.063µs,391.518µs
,,,,146.356µs,1.049211ms
,,,,147.988µs,603.031µs
,,,,133.937µs,496.412µs
,,,,127.859µs,432.26µs
,,,,114.164µs,456.452µs
,,,,147.453µs,320.644µs
,,,,150.708µs,299.682µs
,,,,180.671µs,363.297µs
,,,,138.151µs,330.631µs
,,,,172.898µs,569.246µs
,,,,151.552µs,368.562µs
,,,,144.002µs,324.326µs
,,,,238.915µs,354.353µs
,,,,276.579µs,345.132µs
,,,,245.849µs,303.95µs
,,,,1.925321ms,265.725µs
,,,,597.116µs,266.387µs
,,,,456.134µs,250.716µs
,,,,206.463µs,295.727µs
,,,,158.791µs,308.618µs
,,,,169.784µs,322.602µs
,,,,139.248µs,281.361µs
,,,,151.262µs,286.079µs
,,,,211.79µs,279.249µs
,,,,127.781µs,270.522µs
,,,,151.931µs,261.138µs
,,,,126.965µs,261.794µs
,,,,120.932µs,255.01µs
,,,,138.33µs,263.15µs
,,,,138.203µs,255.168µs
,,,,105.015µs,247.296µs
,,,,148.276µs,255.436µs
,,,,132.197µs,245.596µs
,,,,131.175µs,208.86µs
,,,,135.732µs,243.364µs
,,,,139.399µs,242.036µs
,,,,122.164µs,236.253µs
,,,,121.63µs,251.095µs
,,,,151.081µs,256.056µs
,,,,133.424µs,257.151µs
,,,,123.147µs,261.58µs
,,,,124.878µs,320.557µs
,,,,111.343µs,731.907µs
,,,,133.391µs,326.552µs
,,,,122.795µs,380.832µs
,,,,148.467µs,374.889µs
,,,,131.068µs,440.14µs
,,,,147.647µs,1.054659ms
,,,,153.227µs,501.973µs
,,,,137.98µs,336.655µs
,,,,131.105µs,338.568µs
,,,,150.173µs,720.242µs
,,,,130.045µs,485.413µs
,,,,141.494µs,501.343µs
,,,,127.9µs,423.855µs
,,,,137.089µs,363.016µs
,,,,127.438µs,279.124µs
,,,,136.245µs,242.678µs
,,,,119.712µs,265.884µs
,,,,169.11µs,283.09µs
,,,,128.31µs,246.391µs
,,,,115.331µs,261.032µs
,,,,107.976µs,266.898µs
,,,,112.912µs,253.422µs
,,,,109.416µs,346.281µs
,,,,98.424µs,267.162µs
,,,,119.343µs,273.109µs
,,,,101.204µs,306.607µs
,,,,110.96µs,247.842µs
,,,,110.71µs,267.483µs
,,,,107.846µs,286.551µs
,,,,101.975µs,291.006µs
,,,,105.658µs,272.589µs
,,,,107.462µs,241.503µs
,,,,116.187µs,265.521µs
,,,,113.457µs,225.207µs
,,,,114.883µs,233.871µs
,,,,107.128µs,218.572µs
,,,,123.868µs,258.96µs
,,,,90.903µs,246.704µs
,,,,121.891µs,657.19µs
,,,,116.041µs,234.478µs
,,,,119.841µs,218.648µs
,,,,118.763µs,260.384µs
,,,,117.541µs,207.837µs
,,,,140.864µs,258.712µs
,,,,115.507µs,243.394µs
,,,,111.054µs,284.085µs
,,,,116.076µs,249.75µs
,,,,119.058µs,285.574µs
,,,,167.867µs,277.404µs
,,,,151.733µs,342.677µs
,,,,142.925µs,390.187µs
,,,,198.997µs,403.418µs
,,,,139.17µs,687.742µs
,,,,138.417µs,530.513µs
,,,,179.143µs,551.634µs
,,,,143.113µs,426.934µs
,,,,175.55µs,326.569µs
,,,,177.437µs,347.479µs
,,,,167.693µs,379.861µs
,,,,200.581µs,418.362µs
,,,,834.743µs,874.748µs
,,,,416.633µs,450.554µs
,,,,169.845µs,302.59µs
,,,,146.529µs,261.645µs
,,,,171.843µs,264.176µs
,,,,184.298µs,265.139µs
,,,,219.697µs,263.368µs
,,,,281.99µs,276.995µs
,,,,287.868µs,297.119µs
,,,,231.194µs,270.081µs
,,,,181.085µs,296.128µs
,,,,168.447µs,284.17µs
,,,,191.266µs,270.114µs
,,,,144.588µs,263.279µs
,,,,193.518µs,254.159µs
,,,,157.98µs,216.284µs
,,,,181.51µs,258.036µs
,,,,153.486µs,226.837µs
,,,,132.491µs,243.083µs
,,,,149.388µs,263.092µs
,,,,135.199µs,222.093µs
,,,,127.499µs,256.153µs
,,,,143.435µs,215.233µs
,,,,147.886µs,277.414µs
,,,,136.425µs,250.293µs
,,,,139.486µs,256.932µs
,,,,127.642µs,246.457µs
,,,,154.345µs,220.665µs
,,,,130.054µs,237.066µs
,,,,133.717µs,277.727µs
,,,,143.997µs,246.243µs
,,,,144.904µs,260.002µs
,,,,128.649µs,300.892µs
,,,,135.464µs,493.33µs
,,,,133.119µs,270.959µs
,,,,135.7µs,305.458µs
,,,,151.832µs,424.378µs
,,,,207.024µs,492.652µs
,,,,136.902µs,526.937µs
,,,,142.821µs,407.33µs
,,,,136.378µs,917.054µs
,,,,120.115µs,505.096µs
,,,,151.316µs,326.903µs
,,,,137.981µs,336.831µs
,,,,134.323µs,344.46µs
,,,,113.513µs,320.174µs
,,,,143.539µs,303.821µs
,,,,146.376µs,299.914µs
,,,,143.644µs,263.82µs
,,,,128.723µs,308.58µs
,,,,102.796µs,299.585µs
,,,,133.696µs,244.251µs
,,,,126.761µs,268.634µs
,,,,123.357µs,263.859µs
,,,,154.87µs,256.622µs
,,,,135.732µs,293.948µs
,,,,114.267µs,289.109µs
,,,,160.617µs,291.622µs
,,,,130.492µs,313.984µs
,,,,111.846µs,297.11µs
,,,,117.518µs,376.247µs
,,,,112.729µs,322.393µs
,,,,119.176µs,287.817µs
,,,,114µs,284.351µs
,,,,112.302µs,299.349µs
,,,,112.194µs,246.673µs
,,,,107.478µs,258.865µs
,,,,120.435µs,249.267µs
,,,,109.874µs,678.975µs
,,,,115.471µs,296.396µs
,,,,109.162µs,263.085µs
,,,,102.749µs,286.472µs
,,,,122.586µs,251.41µs
,,,,123.682µs,285.004µs
,,,,123.817µs,267.702µs
,,,,116.294µs,273.485µs
,,,,124.092µs,227.661µs
,,,,112.264µs,307.26µs
,,,,111.892µs,273.877µs
,,,,124.265µs,260.969µs
,,,,109.39µs,277.356µs
,,,,119.653µs,279.636µs
,,,,107.257µs,367.769µs
,,,,116.896µs,359.458µs
,,,,119.608µs,332.539µs
,,,,124.884µs,549.979µs
,,,,111.672µs,479.545µs
,,,,113.119µs,511.856µs
,,,,115.89µs,2.222497ms
,,,,136.453µs,851.109µs
,,,,413.618µs,311.235µs
,,,,244.364µs,300.853µs
,,,,273.724µs,289.307µs
,,,,153.217µs,281.946µs
,,,,177.357µs,265.489µs
,,,,179.749µs,269.719µs
,,,,159.257µs,257.614µs
,,,,196.259µs,263.746µs
,,,,153.07µs,230.501µs
,,,,180.198µs,270.099µs
,,,,174.742µs,236.159µs
,,,,307.077µs,232.863µs
,,,,1.700907ms,212.478µs
,,,,1.001848ms,261.817µs
,,,,356.987µs,326.376µs
,,,,250.785µs,289.619µs
,,,,248.578µs,242.724µs
,,,,161.712µs,246.145µs
,,,,154.558µs,229.931µs
,,,,163.301µs,252.972µs
,,,,128.444µs,258.881µs
,,,,129.364µs,293.603µs
,,,,152.351µs,224.496µs
,,,,133.883µs,289.329µs
,,,,153.867µs,269.02µs
,,,,131.775µs,203.565µs
,,,,140.38µs,262.139µs
,,,,152.195µs,255.235µs
,,,,144.817µs,234.487µs
,,,,153.448µs,253.988µs
,,,,142.489µs,211.408µs
,,,,141.692µs,235.75µs
,,,,145.353µs,251.014µs
,,,,123.897µs,817.929µs
,,,,132.788µs,280.792µs
,,,,125.639µs,312.188µs
,,,,123.242µs,340.623µs
,,,,132.196µs,335.691µs
,,,,123.221µs,359.324µs
,,,,109.93µs,501.883µs
,,,,131.107µs,561.156µs
,,,,123.822µs,1.149485ms
,,,,144.079µs,517.883µs
,,,,161.857µs,490.818µs
,,,,188.776µs,481.035µs
,,,,134.672µs,625.236µs
,,,,132.489µs,446.562µs
,,,,124.703µs,321.406µs
,,,,136.649µs,256.22µs
,,,,123.089µs,264.457µs
,,,,134.492µs,244.008µs
,,,,127.332µs,287.158µs
,,,,124.705µs,281.954µs
,,,,123.394µs,252.194µs
,,,,123.327µs,259.743µs
,,,,123.782µs,290.59µs
,,,,131.036µs,257.982µs
,,,,136.464µs,272.7µs
,,,,123.565µs,255.797µs
,,,,121.145µs,241.909µs
,,,,130.476µs,250.55µs
,,,,112.871µs,248.563µs
,,,,116.567µs,253.682µs
,,,,133.991µs,249.177µs
,,,,137.886µs,246.576µs
,,,,127.592µs,278.104µs
,,,,129.767µs,274.346µs
,,,,134.451µs,293.921µs
,,,,121.258µs,243.628µs
,,,,117.685µs,262.22µs
,,,,177.122µs,210.228µs
,,,,126.612µs,253.862µs
,,,,116.537µs,239.553µs
,,,,110.453µs,236.017µs
,,,,109.765µs,241.413µs
,,,,105.961µs,254.673µs
,,,,116.813µs,245.134µs
,,,,108.904µs,241.281µs
,,,,122.476µs,271.624µs
,,,,113.503µs,276.352µs
,,,,114.599µs,279.399µs
,,,,114.767µs,329.508µs
,,,,105.033µs,361.742µs
,,,,101.805µs,376.486µs
,,,,104.924µs,347.21µs
,,,,115.845µs,280.862µs
,,,,119.156µs,296.408µs
,,,,187.168µs,374.337µs
,,,,128.149µs,328.96µs
,,,,141.642µs,661.784µs
,,,,145.502µs,409.854µs
,,,,136.579µs,388.94µs
,,,,129.601µs,738.703µs
,,,,129.918µs,413.27µs
,,,,145.548µs,355.945µs
,,,,137.614µs,422.066µs
,,,,159.36µs,334.52µs
,,,,189.624µs,316.922µs
,,,,180.754µs,335.6µs
,,,,213.96µs,330.467µs
,,,,202.483µs,303.749µs
,,,,239.372µs,283.627µs
,,,,182.307µs,269.437µs
,,,,280.055µs,274.53µs
,,,,288.597µs,273.484µs
,,,,172.607µs,277.177µs
,,,,224.214µs,271.451µs
,,,,196.064µs,341.379µs
,,,,201.135µs,254.799µs
,,,,213.592µs,317.841µs
,,,,237.623µs,295.934µs
,,,,269.944µs,273.979µs
,,,,330.968µs,280.557µs
,,,,470.331µs,244.287µs
,,,,242.573µs,271.048µs
,,,,171.951µs,256.467µs
,,,,140.265µs,246.91µs
,,,,132.069µs,251.896µs
,,,,124.614µs,270.899µs
,,,,140.787µs,277.184µs
,,,,160.478µs,243.6µs
,,,,481.684µs,253.655µs
,,,,188.221µs,241.798µs
,,,,353.584µs,267.355µs
,,,,263.407µs,250.623µs
,,,,224.51µs,268.34µs
,,,,179.354µs,299.086µs
,,,,159.283µs,303.563µs
,,,,143.424µs,258.735µs
,,,,139.106µs,308.216µs
,,,,124.552µs,310.049µs
,,,,137.714µs,366.452µs
,,,,141.059µs,357.328µs
,,,,331.95µs,500.348µs
,,,,173.433µs,918.538µs
,,,,142.559µs,764.172µs
,,,,146.077µs,377.675µs
,,,,134.925µs,543.409µs
,,,,148.626µs,419.142µs
,,,,181.881µs,352.609µs
,,,,143.139µs,322.066µs
,,,,157.766µs,571.744µs
,,,,158.54µs,351.495µs
,,,,146.93µs,300.388µs
,,,,139.426µs,333.213µs
,,,,129.725µs,300.332µs
,,,,121.191µs,273.364µs
,,,,194.383µs,290.189µs
,,,,409.461µs,310.399µs
,,,,132.797µs,452.295µs
,,,,179.111µs,297.996µs
,,,,141.737µs,307.848µs
,,,,125.017µs,294.842µs
,,,,130.885µs,273.705µs
,,,,139.813µs,282.588µs
,,,,128.045µs,278.258µs
,,,,318.299µs,251.415µs
,,,,131.237µs,280.36µs
,,,,126.492µs,277.7µs
,,,,119.179µs,274.227µs
,,,,147.06µs,260.202µs
,,,,118.497µs,285.763µs
,,,,126.146µs,221.601µs
,,,,254.96µs,247.531µs
,,,,146.666µs,282.139µs
,,,,147.272µs,240.407µs
,,,,134.948µs,245.552µs
,,,,142.28µs,231.086µs
,,,,147.292µs,267.294µs
,,,,127.283µs,225.253µs
,,,,132.784µs,251.019µs
,,,,113.345µs,279.729µs
,,,,156.941µs,261.375µs
,,,,141.807µs,259.672µs
,,,,124.803µs,281.641µs
,,,,152.872µs,312.817µs
,,,,134.761µs,370.73µs
,,,,151.053µs,392.913µs
,,,,172.873µs,385.712µs
,,,,141.894µs,916.805µs
,,,,138.555µs,512.071µs
,,,,153.021µs,694.648µs
,,,,139.907µs,322.541µs
,,,,149.074µs,313.24µs
,,,,190.517µs,435.168µs
,,,,188.915µs,555.819µs
,,,,176.371µs,347.318µs
,,,,155.165µs,374.504µs
,,,,173.547µs,340.086µs
,,,,247.474µs,311.348µs
,,,,259.642µs,276.891µs
,,,,1.993011ms,322.715µs
,,,,531.683µs,277.498µs
,,,,294.639µs,271.66µs
,,,,254.679µs,307.048µs
,,,,292.715µs,432.306µs
,,,,196.253µs,595.022µs
,,,,205.189µs,185.979µs
,,,,165.49µs,143.098µs
,,,,136.206µs,158.196µs
,,,,139.248µs,133.053µs
,,,,147.977µs,133.361µs
,,,,130.94µs,129.565µs
,,,,128.926µs,136.103µs
,,,,114.58µs,138.691µs
,,,,122.962µs,168.549µs
,,,,123.624µs,138.816µs
,,,,112.375µs,119.918µs
,,,,136.832µs,110.768µs
,,,,124.137µs,133.743µs
,,,,100.854µs,149.931µs
,,,,135.845µs,128.071µs
,,,,126.905µs,104.992µs
,,,,118.257µs,100.505µs
,,,,143.4µs,106.182µs
,,,,116.57µs,111.741µs
,,,,127.226µs,117.368µs
,,,,117.291µs,105.746µs
,,,,130.443µs,113.577µs
,,,,124.276µs,106.971µs
,,,,125.1µs,137.876µs
,,,,144.507µs,119.775µs
,,,,114.814µs,123.318µs
,,,,127.644µs,128.683µs
,,,,140.543µs,129.029µs
,,,,145.12µs,124.962µs
,,,,135.656µs,115.531µs
,,,,122.73µs,118.249µs
,,,,126.537µs,130.971µs
,,,,126.885µs,122.982µs
,,,,126.495µs,130.371µs
,,,,117.237µs,125.06µs
,,,,129.692µs,298.578µs
,,,,122.734µs,170.648µs
,,,,113.683µs,129.144µs
,,,,130.42µs,133.04µs
,,,,116.354µs,194.319µs
,,,,124.271µs,150.109µs
,,,,128.942µs,137.908µs
,,,,129.275µs,118.477µs
,,,,122.1µs,174.206µs
,,,,127.474µs,128.627µs
,,,,114.98µs,127.307µs
,,,,175.944µs,167.812µs
,,,,125.869µs,132.376µs
,,,,92.736µs,147.901µs
,,,,113.683µs,171.423µs
,,,,111.922µs,173.957µs
,,,,103.731µs,152.532µs
,,,,97.205µs,157.537µs
,,,,140.696µs,173.606µs
,,,,126.804µs,212.542µs
,,,,133.918µs,249.524µs
,,,,103.93µs,242.62µs
,,,,104.738µs,210.858µs
,,,,120.901µs,199.833µs
,,,,132.873µs,158.378µs
,,,,124.802µs,153.172µs
,,,,140.349µs,127.156µs
,,,,118.772µs,147.595µs
,,,,128.437µs,193.842µs
,,,,141.023µs,149.152µs
,,,,148.45µs,154.171µs
,,,,120.996µs,133.093µs
,,,,131.182µs,152.905µs
,,,,176.87µs,144.973µs
,,,,131.468µs,139.003µs
,,,,133.5µs,187.97µs
,,,,137.941µs,154.207µs
,,,,165.95µs,130.934µs
,,,,140.511µs,135.113µs
,,,,134.382µs,148.042µs
,,,,174.528µs,123.561µs
,,,,152.618µs,124.134µs
,,,,210.965µs,137.988µs
,,,,678.106µs,159.931µs
,,,,408.753µs,140.879µs
,,,,298.489µs,137.454µs
,,,,442.72µs,167.076µs
,,,,316.829µs,145.675µs
,,,,240.158µs,140.401µs
,,,,215.649µs,156.898µs
,,,,229.238µs,145.905µs
,,,,330.999µs,155.3µs
,,,,347.746µs,148.158µs
,,,,287.919µs,237.902µs
,,,,209.834µs,150.705µs
,,,,260.407µs,140.261µs
,,,,942.05µs,152.993µs
,,,,320.704µs,137.111µs
,,,,136.369µs,129.606µs
,,,,158.614µs,150.231µs
,,,,135.37µs,192.846µs
,,,,137.341µs,143.481µs
,,,,145.889µs,283.04µs
,,,,141.608µs,212.388µs
,,,,124.901µs,199.579µs
,,,,130.122µs,166.952µs
,,,,139.075µs,140.825µs
,,,,126.872µs,123.291µs
,,,,139.193µs,134.606µs
,,,,147.362µs,132.676µs
,,,,133.856µs,131.12µs
,,,,132.133µs,132.556µs
,,,,135.599µs,144.232µs
,,,,126.157µs,130µs
,,,,145.33µs,119.6µs
,,,,123.133µs,142.167µs
,,,,120.872µs,115.097µs
,,,,161.155µs,122.618µs
,,,,142.879µs,116.833µs
,,,,149.776µs,137.851µs
,,,,133.164µs,136.312µs
,,,,136.877µs,143.174µs
,,,,134.48µs,130.972µs
,,,,123.573µs,134.754µs
,,,,129.089µs,120.019µs
,,,,124.099µs,129.574µs
,,,,124.293µs,139.12µs
,,,,123.872µs,128.76µs
,,,,112.925µs,133.708µs
,,,,134.936µs,127.631µs
,,,,125.815µs,123.652µs
,,,,139.663µs,130.831µs
,,,,140.839µs,120.85µs
,,,,128.189µs,116.591µs
,,,,125.407µs,123.905µs
,,,,112.869µs,118.561µs
,,,,158.409µs,123.248µs
,,,,128.731µs,104.721µs
,,,,111.141µs,130.58µs
,,,,116.108µs,124.004µs
,,,,109.417µs,147.936µs
,,,,115.018µs,130.8µs
,,,,123.659µs,117.132µs
,,,,114.205µs,120.026µs
,,,,110.665µs,113.221µs
,,,,122.823µs,113.323µs
,,,,101.181µs,115.782µs
,,,,106.581µs,156.423µs
,,,,104.771µs,112.522µs
,,,,99.376µs,116.476µs
,,,,103.643µs,121.324µs
,,,,101.334µs,124.542µs
,,,,102µs,127.351µs
,,,,95.349µs,128.096µs
,,,,122.621µs,112.335µs
,,,,123.807µs,132.588µs
,,,,116.254µs,127.582µs
,,,,126.776µs,132.948µs
,,,,140.437µs,138.431µs
,,,,125.02µs,153.235µs
,,,,147.723µs,145.931µs
,,,,137.827µs,163.871µs
,,,,143.07µs,165.022µs
,,,,122.842µs,197.774µs
,,,,164.127µs,200.522µs
,,,,132.322µs,221.35µs
,,,,149.969µs,252.348µs
,,,,125.625µs,221.53µs
,,,,131.669µs,201.972µs
,,,,120.869µs,229.553µs
,,,,139.46µs,217.135µs
,,,,160.87µs,223.272µs
,,,,148.412µs,289.388µs
,,,,209.925µs,215.582µs
,,,,166.284µs,185.8µs
,,,,154.431µs,183.886µs
,,,,180.775µs,198.056µs
,,,,165.768µs,526.698µs
,,,,190.799µs,203.227µs
,,,,208.529µs,172.442µs
,,,,232.802µs,163.182µs
,,,,154.443µs,141.805µs
,,,,227.053µs,125.847µs
,,,,180.634µs,140.556µs
,,,,157.438µs,126.857µs
,,,,177.798µs,255.91µs
,,,,189.543µs,154.353µs
,,,,190.582µs,152.478µs
,,,,525.582µs,138.579µs
,,,,277.829µs,125.138µs
,,,,353.842µs,138.263µs
,,,,206.583µs,126.781µs
,,,,200.315µs,145.613µs
,,,,179.287µs,130.641µs
,,,,135.489µs,153.544µs
,,,,145.876µs,153.928µs
,,,,159.239µs,131.083µs
,,,,137.765µs,133.681µs
,,,,129.157µs,130.424µs
,,,,148.719µs,123.988µs
,,,,134.143µs,133.364µs
,,,,153.872µs,107.748µs
,,,,121.946µs,118.629µs
,,,,117.314µs,139.452µs
,,,,135.641µs,125.148µs
,,,,151.969µs,131.959µs
,,,,138.06µs,132.116µs
,,,,120.703µs,121.116µs
,,,,175.186µs,139.276µs
,,,,124.21µs,128.152µs
,,,,122.878µs,141.207µs
,,,,145.762µs,154.336µs
,,,,127.641µs,143.808µs
,,,,121.185µs,152.369µs
,,,,150.923µs,142.004µs
,,,,117.633µs,129.442µs
,,,,120.297µs,139.064µs
,,,,114.513µs,144.3µs
,,,,131.791µs,166.854µs
,,,,111.919µs,147.326µs
,,,,116.846µs,146.512µs
,,,,127.638µs,132.993µs
,,,,126.323µs,158.288µs
,,,,168.74µs,104.768µs
,,,,158.676µs,117.843µs
,,,,158.8µs,102.794µs
,,,,147.152µs,98.704µs
,,,,139.876µs,108.953µs
,,,,154.986µs,108.126µs
,,,,135.723µs,113.21µs
,,,,134.918µs,110.484µs
,,,,143.361µs,110.448µs
,,,,142.089µs,105.146µs
,,,,130.21µs,107.333µs
,,,,121.653µs,107.757µs
,,,,130.287µs,111.913µs
,,,,131.813µs,112.052µs
,,,,140.134µs,113.247µs
,,,,145.702µs,114.625µs
,,,,143.866µs,114.258µs
,,,,116.868µs,117.934µs
,,,,103.237µs,122.423µs
,,,,107.682µs,110.414µs
,,,,114.982µs,113.341µs
,,,,121.181µs,109.028µs
,,,,118.221µs,105.328µs
,,,,114.717µs,114.655µs
,,,,103.871µs,121.733µs
,,,,115.813µs,134.572µs
,,,,117.954µs,124.067µs
,,,,114.8µs,125.9µs
,,,,105.354µs,122.693µs
,,,,116.921µs,130.59µs
,,,,110.328µs,142.738µs
,,,,101.164µs,110.312µs
,,,,108.928µs,109.929µs
,,,,108.81µs,137.827µs
,,,,118.883µs,115.31µs
,,,,104.468µs,122.007µs
,,,,109.849µs,115.012µs
,,,,118.732µs,134.581µs
,,,,133.516µs,158.83µs
,,,,115.543µs,165.045µs
,,,,103.169µs,154.423µs
,,,,100.748µs,278.767µs
,,,,132.26µs,192.599µs
,,,,168.12µs,213.608µs
,,,,140.121µs,166.84µs
,,,,151.438µs,171.97µs
,,,,154.981µs,285.432µs
,,,,143.455µs,499.324µs
,,,,135.887µs,167.321µs
,,,,133.697µs,270.026µs
,,,,141.497µs,731.412µs
,,,,158.231µs,373.999µs
,,,,173.697µs,257.934µs
,,,,174.698µs,389.561µs
,,,,190.1µs,364.451µs
,,,,170.677µs,269.051µs
,,,,191.263µs,240.977µs
,,,,143.273µs,206.437µs
,,,,164.886µs,176.768µs
,,,,195.583µs,153.696µs
,,,,1.533225ms,174.341µs
,,,,388.406µs,155.698µs
,,,,1.414899ms,146.321µs
,,,,238.57µs,156.841µs
,,,,230.202µs,143.519µs
,,,,175.66µs,124.172µs
,,,,148.252µs,129.893µs
,,,,139.26µs,112.878µs
,,,,144.079µs,116.938µs
,,,,139.826µs,136.111µs
,,,,137.183µs,135.342µs
,,,,136.503µs,124.646µs
,,,,115.928µs,148.889µs
,,,,116.669µs,146.938µs
,,,,131.285µs,140.261µs
,,,,104.118µs,145.347µs
,,,,130.756µs,135.398µs
,,,,124.26µs,119.794µs
,,,,117µs,450.375µs
,,,,132.941µs,165.397µs
,,,,130.473µs,147.003µs
,,,,127.457µs,141.688µs
,,,,128.427µs,143.654µs
,,,,147.469µs,125.009µs
,,,,136.094µs,128.326µs
,,,,132.417µs,131.019µs
,,,,122.188µs,121.073µs
,,,,128.939µs,116.943µs
,,,,119.431µs,118.934µs
,,,,140.475µs,121.725µs
,,,,160.838µs,126.014µs
,,,,134.934µs,137.607µs
,,,,326.331µs,124.143µs
,,,,213.523µs,123.283µs
,,,,144.92µs,127.204µs
,,,,158.269µs,124.084µs
,,,,151.882µs,121.013µs
,,,,146.433µs,124.492µs
,,,,185.995µs,120.037µs
,,,,155.338µs,144.927µs
,,,,138.389µs,114.323µs
,,,,131.439µs,105.758µs
,,,,121.8µs,109.323µs
,,,,135.232µs,107.199µs
,,,,171.122µs,106.072µs
,,,,112.966µs,107.19µs
,,,,106.963µs,114.088µs
,,,,111.733µs,129.924µs
,,,,123.998µs,130.217µs
,,,,115.351µs,119.855µs
,,,,94.673µs,128.638µs
,,,,101.517µs,123.365µs
,,,,108.734µs,125.49µs
,,,,110.54µs,118.335µs
,,,,100.477µs,116.48µs
,,,,115.558µs,116.639µs
,,,,108.002µs,120.479µs
,,,,115.131µs,103.906µs
,,,,118.4µs,116.919µs
,,,,110.795µs,113.726µs
,,,,126.035µs,119.53µs
,,,,126.701µs,110.078µs
,,,,106.28µs,115.63µs
,,,,97.144µs,88.833µs
,,,,118.504µs,119.965µs
,,,,113.726µs,127.805µs
,,,,103.963µs,118.845µs
,,,,137.011µs,123.887µs
,,,,119.526µs,151.706µs
,,,,143.753µs,128.333µs
,,,,127.246µs,129.814µs
,,,,94.957µs,155.116µs
,,,,130.715µs,155.363µs
,,,,120.233µs,173.63µs
,,,,126.582µs,162.158µs
,,,,127.227µs,166.52µs
,,,,133.702µs,201.449µs
,,,,157.293µs,191.97µs
,,,,138.826µs,356.09µs
,,,,158.122µs,204.801µs
,,,,164.305µs,207.308µs
,,,,136.992µs,192.124µs
,,,,179.441µs,253.745µs
,,,,186.525µs,227.965µs
,,,,164.969µs,187.319µs
,,,,231.221µs,227.046µs
,,,,200.69µs,548.155µs
,,,,245.129µs,1.361999ms
,,,,200.564µs,400.829µs
,,,,213.559µs,175.67µs
,,,,212.643µs,166.905µs
,,,,184.762µs,129.884µs
,,,,154.677µs,143.757µs
,,,,1.543255ms,134.503µs
,,,,337.984µs,139.774µs
,,,,184.938µs,134.407µs
,,,,155.056µs,152.727µs
,,,,214.541µs,136.339µs
,,,,165.295µs,129.925µs
,,,,139.216µs,137.584µs
,,,,142.834µs,123.822µs
,,,,122.463µs,120.048µs
,,,,125.464µs,138.959µs
,,,,140.187µs,139.399µs
,,,,147.166µs,132.506µs
,,,,129.941µs,129.942µs
,,,,151.632µs,135.414µs
,,,,124.688µs,107.561µs
,,,,159.741µs,148.105µs
,,,,146.736µs,136.691µs
,,,,138.668µs,122.305µs
,,,,137.507µs,125.204µs
,,,,143.587µs,117.834µs
,,,,131.493µs,122.811µs
,,,,131.185µs,145.689µs
,,,,151.806µs,138.184µs
,,,,155.856µs,118.257µs
,,,,145.377µs,146.001µs
,,,,145.212µs,139.222µs
,,,,125.086µs,130.787µs
,,,,124.872µs,126.236µs
,,,,144.844µs,130.911µs
,,,,541.768µs,116.987µs
,,,,176.73µs,118.977µs
,,,,189.191µs,113.955µs
,,,,141.838µs,118.489µs
,,,,157.32µs,130.511µs
,,,,131.07µs,124.383µs
,,,,137.71µs,131.35µs
,,,,119.413µs,130.387µs
,,,,124.226µs,128.149µs
,,,,122.275µs,143.026µs
,,,,130.153µs,138.182µs
,,,,130.741µs,121.451µs
,,,,120.023µs,126.257µs
,,,,129.107µs,125.952µs
,,,,122.347µs,127.235µs
,,,,126.512µs,133.508µs
,,,,123.815µs,162.733µs
,,,,152.817µs,129.635µs
,,,,131.998µs,113.411µs
,,,,109.631µs,115.778µs
,,,,114.774µs,112.289µs
,,,,107.647µs,114.532µs
,,,,105.573µs,109.594µs
,,,,108.573µs,103.277µs
,,,,112.965µs,113.353µs
,,,,121.954µs,100.637µs
,,,,115.187µs,112.631µs
,,,,118.077µs,117.129µs
,,,,110.528µs,109.269µs
,,,,116.932µs,99.839µs
,,,,96.755µs,125.044µs
,,,,97.039µs,121.251µs
,,,,121.449µs,114.563µs
,,,,126.234µs,119.799µs
,,,,101.25µs,121.594µs
,,,,121.582µs,110.277µs
,,,,123.225µs,96.994µs
,,,,134.595µs,107.239µs
,,,,128.44µs,105.503µs
,,,,106.258µs,135.08µs
,,,,102.064µs,135.847µs
,,,,127.79µs,140.972µs
,,,,117.517µs,135.015µs
,,,,93.986µs,166.092µs
,,,,103.18µs,136.611µs
,,,,109.85µs,134.164µs
,,,,114.621µs,178.207µs
,,,,126.625µs,234.378µs
,,,,144.018µs,195.629µs
,,,,133.476µs,240.83µs
,,,,127.461µs,204.822µs
,,,,156.09µs,212.586µs
,,,,131.331µs,980.537µs
,,,,116.501µs,251.546µs
,,,,118.039µs,183.912µs
,,,,155.11µs,176.791µs
,,,,148.615µs,327.374µs
,,,,187.505µs,225.904µs
,,,,140.802µs,235.313µs
,,,,130.267µs,234.272µs
,,,,187.273µs,208.019µs
